"","x"
"35948",91166
"35949",11692
"35950",94516
"35951",89670
"35952",93860
"35953",19665
"35954",11208
"35955",34397
"35956",43593
"35957",62108
"35958",18575
"35959",46420
"35960",76724
"35961",7746
"35962",17894
"35963",12487
"35964",30583
"35965",62410
"35966",36554
"35967",6647
"35968",10256
"35969",88030
"35970",89267
"35971",48379
"35972",61595
"35973",56015
"35974",90301
"35975",2784
"35976",71794
"35977",76909
"35978",70598
"35979",80850
"35980",76668
"35981",69601
"35982",53366
"35983",9168
"35984",763
"35985",3233
"35986",13559
"35987",93105
"35988",13866
"35989",55604
"35990",33589
"35991",25579
"35992",34949
"35993",33995
"35994",17224
"35995",82607
"35996",48270
"35997",1352
"35998",14306
"35999",68836
"36000",47991
"36001",86370
"36002",11481
"36003",12267
"36004",10637
"36005",63872
"36006",9007
"36007",24482
"36008",76613
"36009",3214
"36010",13688
"36011",77503
"36012",79774
"36013",43483
"36014",28429
"36015",9068
"36016",56134
"36017",68918
"36018",62368
"36019",73625
"36020",39172
"36021",5203
"36022",30229
"36023",51069
"36024",80544
"36025",4904
"36026",96405
"36027",13749
"36028",8550
"36029",30355
"36030",70601
"36031",87518
"36032",60382
"36033",95108
"36034",83379
"36035",37835
"36036",82313
"36037",95304
"36038",12354
"36039",39672
"36040",14310
"36041",54513
"36042",69915
"36043",2705
"36044",56451
"36045",10978
"36046",67033
"36047",55188
"36048",75890
"36049",72553
"36050",33464
"36051",83369
"36052",19820
"36053",83572
"36054",42030
"36055",78571
"36056",85387
"36057",94572
"36058",38525
"36059",52410
"36060",39092
"36061",53246
"36062",57605
"36063",63289
"36064",22007
"36065",85361
"36066",59140
"36067",67556
"36068",99478
"36069",45383
"36070",70589
"36071",46342
"36072",83792
"36073",57217
"36074",3572
"36075",54478
"36076",42500
"36077",81940
"36078",82239
"36079",16653
"36080",23944
"36081",33924
"36082",29492
"36083",40
"36084",70364
"36085",6558
"36086",64256
"36087",13611
"36088",91160
"36089",81197
"36090",58275
"36091",65353
"36092",26217
"36093",46114
"36094",96149
"36095",55396
"36096",95193
"36097",90502
"36098",55435
"36099",80947
"36100",33339
"36101",4746
"36102",12463
"36103",3019
"36104",85118
"36105",60417
"36106",84623
"36107",32493
"36108",39909
"36109",21495
"36110",82475
"36111",24632
"36112",26808
"36113",73596
"36114",93605
"36115",5300
"36116",13395
"36117",3284
"36118",64591
"36119",19166
"36120",14555
"36121",26404
"36122",53048
"36123",49463
"36124",93820
"36125",87242
"36126",17188
"36127",44510
"36128",25696
"36129",236
"36130",74497
"36131",73125
"36132",25834
"36133",44831
"36134",150
"36135",57611
"36136",43612
"36137",98544
"36138",56071
"36139",25065
"36140",83313
"36141",56893
"36142",49615
"36143",49009
"36144",96598
"36145",69661
"36146",53092
"36147",43619
"36148",92810
"36149",39309
"36150",29349
"36151",19269
"36152",6541
"36153",92126
"36154",26627
"36155",12160
"36156",7624
"36157",26815
"36158",99438
"36159",1970
"36160",11563
"36161",33966
"36162",49164
"36163",98731
"36164",32897
"36165",60064
"36166",47145
"36167",87895
"36168",95593
"36169",38891
"36170",90085
"36171",22818
"36172",71604
"36173",26370
"36174",19807
"36175",41341
"36176",68242
"36177",9504
"36178",79932
"36179",20153
"36180",50567
"36181",76170
"36182",91273
"36183",6768
"36184",82104
"36185",39202
"36186",62480
"36187",47185
"36188",28001
"36189",39822
"36190",28140
"36191",67265
"36192",86722
"36193",40683
"36194",75459
"36195",73970
"36196",38978
"36197",37414
"36198",27313
"36199",11588
"36200",93042
"36201",59874
"36202",37284
"36203",74441
"36204",52318
"36205",33856
"36206",75123
"36207",39370
"36208",24474
"36209",56669
"36210",74424
"36211",4434
"36212",16234
"36213",70850
"36214",56746
"36215",92087
"36216",9051
"36217",20053
"36218",13301
"36219",89456
"36220",1712
"36221",14732
"36222",57422
"36223",60696
"36224",62255
"36225",24416
"36226",43128
"36227",54249
"36228",38659
"36229",74617
"36230",34709
"36231",31628
"36232",91201
"36233",53494
"36234",15320
"36235",26924
"36236",31917
"36237",78916
"36238",93290
"36239",9305
"36240",926
"36241",96529
"36242",93598
"36243",36131
"36244",30992
"36245",53854
"36246",46224
"36247",3755
"36248",39163
"36249",20899
"36250",99375
"36251",62168
"36252",15324
"36253",47724
"36254",71742
"36255",46010
"36256",89783
"36257",76979
"36258",68885
"36259",60789
"36260",97908
"36261",70447
"36262",45650
"36263",77073
"36264",36519
"36265",6458
"36266",56982
"36267",73150
"36268",63359
"36269",11818
"36270",78340
"36271",22047
"36272",20337
"36273",20327
"36274",92692
"36275",59605
"36276",78552
"36277",27657
"36278",60418
"36279",85821
"36280",53293
"36281",81312
"36282",5980
"36283",15467
"36284",30160
"36285",94225
"36286",45197
"36287",60022
"36288",90815
"36289",76542
"36290",29192
"36291",36692
"36292",62865
"36293",93408
"36294",52409
"36295",55449
"36296",40337
"36297",84510
"36298",46080
"36299",36904
"36300",8257
"36301",13470
"36302",85888
"36303",34469
"36304",45232
"36305",73118
"36306",28458
"36307",47792
"36308",22783
"36309",19447
"36310",93612
"36311",30144
"36312",79048
"36313",89711
"36314",19010
"36315",19157
"36316",8424
"36317",82772
"36318",37018
"36319",5205
"36320",53180
"36321",24035
"36322",72744
"36323",4524
"36324",81282
"36325",4421
"36326",97995
"36327",76470
"36328",61325
"36329",82361
"36330",20820
"36331",33802
"36332",52156
"36333",37840
"36334",80348
"36335",59226
"36336",23636
"36337",31398
"36338",26159
"36339",85478
"36340",57077
"36341",36718
"36342",26833
"36343",35570
"36344",36375
"36345",34068
"36346",20849
"36347",99979
"36348",10638
"36349",59816
"36350",4063
"36351",89495
"36352",29632
"36353",12519
"36354",41311
"36355",63995
"36356",94840
"36357",87349
"36358",89918
"36359",34777
"36360",43767
"36361",56807
"36362",8841
"36363",49686
"36364",55077
"36365",84153
"36366",55139
"36367",31242
"36368",94278
"36369",42281
"36370",94983
"36371",62327
"36372",53499
"36373",61588
"36374",71502
"36375",52277
"36376",92925
"36377",7335
"36378",29231
"36379",38214
"36380",97266
"36381",39168
"36382",153
"36383",98934
"36384",50530
"36385",2439
"36386",16736
"36387",60499
"36388",71908
"36389",84759
"36390",5972
"36391",5024
"36392",15557
"36393",20886
"36394",12154
"36395",95545
"36396",17687
"36397",1546
"36398",72366
"36399",20898
"36400",87687
"36401",36004
"36402",38542
"36403",95054
"36404",74206
"36405",89370
"36406",46743
"36407",92872
"36408",37976
"36409",5562
"36410",4558
"36411",50199
"36412",43869
"36413",92661
"36414",81432
"36415",35111
"36416",11795
"36417",43299
"36418",72314
"36419",18398
"36420",48046
"36421",47196
"36422",65027
"36423",50549
"36424",20948
"36425",76785
"36426",9556
"36427",12413
"36428",60858
"36429",84674
"36430",25971
"36431",97420
"36432",45451
"36433",79077
"36434",54951
"36435",96626
"36436",5444
"36437",83067
"36438",10417
"36439",18422
"36440",2183
"36441",92990
"36442",29955
"36443",3754
"36444",52554
"36445",72573
"36446",26095
"36447",68388
"36448",15656
"36449",60029
"36450",46591
"36451",44456
"36452",61658
"36453",19781
"36454",99558
"36455",81017
"36456",72812
"36457",2022
"36458",20282
"36459",79999
"36460",68239
"36461",43954
"36462",42143
"36463",99476
"36464",51973
"36465",82222
"36466",21504
"36467",7077
"36468",76902
"36469",38511
"36470",68146
"36471",7590
"36472",39257
"36473",77006
"36474",90581
"36475",71615
"36476",71943
"36477",45515
"36478",85332
"36479",77183
"36480",96036
"36481",20183
"36482",87576
"36483",43019
"36484",34190
"36485",26780
"36486",58470
"36487",54765
"36488",11311
"36489",68879
"36490",85458
"36491",94761
"36492",2419
"36493",21778
"36494",33290
"36495",17754
"36496",33317
"36497",30546
"36498",96001
"36499",5117
"36500",44858
"36501",74584
"36502",34408
"36503",83988
"36504",13718
"36505",90796
"36506",59563
"36507",33830
"36508",48462
"36509",82934
"36510",24538
"36511",53288
"36512",24641
"36513",97719
"36514",67347
"36515",22914
"36516",50611
"36517",20453
"36518",29584
"36519",55508
"36520",80518
"36521",86
"36522",78041
"36523",69416
"36524",96706
"36525",33177
"36526",34868
"36527",52466
"36528",58804
"36529",95800
"36530",66200
"36531",85463
"36532",31935
"36533",5595
"36534",43639
"36535",47283
"36536",90634
"36537",69896
"36538",21808
"36539",40101
"36540",80292
"36541",96972
"36542",13697
"36543",61250
"36544",25396
"36545",82014
"36546",35332
"36547",62219
"36548",52993
"36549",86951
"36550",58366
"36551",44741
"36552",95264
"36553",34834
"36554",36070
"36555",7704
"36556",27374
"36557",62095
"36558",68519
"36559",38856
"36560",12348
"36561",98377
"36562",43854
"36563",24510
"36564",73688
"36565",8646
"36566",25198
"36567",50273
"36568",6414
"36569",13795
"36570",74075
"36571",13247
"36572",30846
"36573",30356
"36574",46947
"36575",92991
"36576",82471
"36577",24838
"36578",69927
"36579",64507
"36580",81039
"36581",20650
"36582",82643
"36583",43791
"36584",91503
"36585",64319
"36586",28891
"36587",35029
"36588",7375
"36589",94020
"36590",11826
"36591",77380
"36592",85314
"36593",95990
"36594",33481
"36595",49006
"36596",14801
"36597",66861
"36598",40130
"36599",48704
"36600",39001
"36601",17492
"36602",13418
"36603",60263
"36604",71643
"36605",24360
"36606",69325
"36607",59753
"36608",11846
"36609",18043
"36610",1501
"36611",35805
"36612",15839
"36613",6670
"36614",23668
"36615",26738
"36616",59357
"36617",26768
"36618",34135
"36619",63122
"36620",29342
"36621",16340
"36622",52020
"36623",24824
"36624",31873
"36625",63268
"36626",87457
"36627",7105
"36628",59847
"36629",97652
"36630",26383
"36631",72121
"36632",55031
"36633",21147
"36634",90559
"36635",2310
"36636",21163
"36637",19860
"36638",64221
"36639",65660
"36640",7078
"36641",88134
"36642",27876
"36643",90116
"36644",98122
"36645",6590
"36646",28272
"36647",16112
"36648",89633
"36649",63960
"36650",93260
"36651",66876
"36652",26043
"36653",25622
"36654",47388
"36655",93730
"36656",65439
"36657",6500
"36658",80905
"36659",30320
"36660",75911
"36661",55071
"36662",79788
"36663",55148
"36664",40129
"36665",94927
"36666",11719
"36667",79604
"36668",54680
"36669",83306
"36670",52759
"36671",9497
"36672",18510
"36673",24407
"36674",19095
"36675",62081
"36676",51267
"36677",81709
"36678",9294
"36679",63940
"36680",22873
"36681",50949
"36682",33624
"36683",50268
"36684",83102
"36685",35688
"36686",4525
"36687",6523
"36688",66982
"36689",2655
"36690",41020
"36691",39313
"36692",68447
"36693",65983
"36694",80409
"36695",22625
"36696",61446
"36697",61191
"36698",98006
"36699",63648
"36700",25820
"36701",77205
"36702",23687
"36703",41350
"36704",65583
"36705",27121
"36706",86893
"36707",16735
"36708",30515
"36709",71567
"36710",38825
"36711",37547
"36712",57369
"36713",88642
"36714",64743
"36715",86081
"36716",35795
"36717",95789
"36718",26103
"36719",34666
"36720",19779
"36721",57812
"36722",46695
"36723",59742
"36724",88162
"36725",29035
"36726",54673
"36727",31736
"36728",52675
"36729",84109
"36730",50813
"36731",58117
"36732",96774
"36733",4046
"36734",78540
"36735",7555
"36736",51172
"36737",45641
"36738",98046
"36739",68653
"36740",86069
"36741",19062
"36742",17987
"36743",65652
"36744",73165
"36745",12974
"36746",1443
"36747",98738
"36748",58625
"36749",89461
"36750",16841
"36751",80158
"36752",89124
"36753",2599
"36754",86657
"36755",63272
"36756",83742
"36757",9322
"36758",71123
"36759",31699
"36760",27999
"36761",82535
"36762",21815
"36763",46841
"36764",60665
"36765",64258
"36766",40880
"36767",30165
"36768",68456
"36769",7014
"36770",51828
"36771",52636
"36772",17395
"36773",12840
"36774",20663
"36775",49732
"36776",98538
"36777",26644
"36778",54609
"36779",11636
"36780",50163
"36781",34388
"36782",51548
"36783",58299
"36784",77446
"36785",10843
"36786",84202
"36787",33383
"36788",1139
"36789",845
"36790",5625
"36791",7634
"36792",98430
"36793",38208
"36794",5683
"36795",40927
"36796",14615
"36797",9225
"36798",88035
"36799",86202
"36800",26717
"36801",18252
"36802",4365
"36803",1240
"36804",84217
"36805",28143
"36806",86637
"36807",20816
"36808",58154
"36809",47705
"36810",58056
"36811",36141
"36812",2504
"36813",56476
"36814",70400
"36815",79657
"36816",65300
"36817",20671
"36818",20128
"36819",13213
"36820",13803
"36821",23551
"36822",87636
"36823",34859
"36824",92360
"36825",92656
"36826",64843
"36827",9369
"36828",46277
"36829",57706
"36830",19769
"36831",42657
"36832",81129
"36833",16268
"36834",44324
"36835",69698
"36836",6713
"36837",21590
"36838",65805
"36839",35581
"36840",93071
"36841",1764
"36842",61611
"36843",24532
"36844",23783
"36845",69568
"36846",48629
"36847",44525
"36848",49124
"36849",92944
"36850",52897
"36851",40466
"36852",63650
"36853",64154
"36854",51694
"36855",62869
"36856",73989
"36857",42760
"36858",71824
"36859",1345
"36860",50481
"36861",80867
"36862",74904
"36863",72418
"36864",97124
"36865",23496
"36866",45184
"36867",86978
"36868",78338
"36869",60885
"36870",3720
"36871",90221
"36872",98105
"36873",98723
"36874",35565
"36875",43961
"36876",99269
"36877",67292
"36878",65745
"36879",47489
"36880",67303
"36881",40821
"36882",36012
"36883",48336
"36884",87075
"36885",86359
"36886",90113
"36887",25945
"36888",61911
"36889",27775
"36890",28528
"36891",92221
"36892",52884
"36893",6669
"36894",8908
"36895",91855
"36896",30285
"36897",78072
"36898",43595
"36899",58915
"36900",26631
"36901",20712
"36902",99639
"36903",73731
"36904",85661
"36905",40132
"36906",750
"36907",54584
"36908",8224
"36909",31125
"36910",92245
"36911",99776
"36912",34519
"36913",49348
"36914",1065
"36915",47472
"36916",75702
"36917",62989
"36918",56429
"36919",16295
"36920",11358
"36921",32282
"36922",13162
"36923",95831
"36924",92601
"36925",47946
"36926",26550
"36927",25517
"36928",89426
"36929",56472
"36930",46759
"36931",96876
"36932",16393
"36933",99793
"36934",74799
"36935",80096
"36936",73140
"36937",88979
"36938",55138
"36939",54778
"36940",83966
"36941",26766
"36942",67185
"36943",38165
"36944",48558
"36945",75464
"36946",11346
"36947",21574
"36948",73033
"36949",18235
"36950",50537
"36951",66832
"36952",9094
"36953",10446
"36954",58517
"36955",11664
"36956",85639
"36957",82430
"36958",54677
"36959",69660
"36960",2169
"36961",16654
"36962",44114
"36963",20510
"36964",54324
"36965",32691
"36966",15037
"36967",98349
"36968",19282
"36969",62688
"36970",2706
"36971",75603
"36972",27693
"36973",24390
"36974",96380
"36975",64918
"36976",31849
"36977",2548
"36978",72621
"36979",10959
"36980",94857
"36981",76782
"36982",68155
"36983",8604
"36984",69473
"36985",79863
"36986",54430
"36987",70319
"36988",55439
"36989",74794
"36990",79510
"36991",30843
"36992",81410
"36993",9212
"36994",84037
"36995",40599
"36996",2884
"36997",82454
"36998",74230
"36999",15938
"37000",89655
"37001",22842
"37002",93288
"37003",26546
"37004",72982
"37005",39690
"37006",86121
"37007",95368
"37008",81598
"37009",83124
"37010",24758
"37011",58815
"37012",51293
"37013",93918
"37014",60119
"37015",57661
"37016",52284
"37017",12772
"37018",71018
"37019",13553
"37020",56997
"37021",70969
"37022",71766
"37023",53838
"37024",63185
"37025",88284
"37026",11128
"37027",7726
"37028",15439
"37029",33240
"37030",5509
"37031",88719
"37032",37911
"37033",62675
"37034",32479
"37035",81682
"37036",67116
"37037",71011
"37038",20956
"37039",38484
"37040",71696
"37041",62542
"37042",71484
"37043",7032
"37044",12495
"37045",97766
"37046",85938
"37047",13441
"37048",45541
"37049",58353
"37050",47873
"37051",47480
"37052",77981
"37053",72054
"37054",60162
"37055",29864
"37056",4814
"37057",37155
"37058",85449
"37059",93194
"37060",92937
"37061",61890
"37062",17017
"37063",69118
"37064",19038
"37065",82787
"37066",30596
"37067",32164
"37068",75253
"37069",78058
"37070",93328
"37071",1315
"37072",81186
"37073",23338
"37074",11911
"37075",15812
"37076",24236
"37077",18940
"37078",69589
"37079",18987
"37080",58013
"37081",36005
"37082",76107
"37083",30856
"37084",3471
"37085",17469
"37086",45548
"37087",52590
"37088",89152
"37089",87383
"37090",27802
"37091",87470
"37092",76210
"37093",34084
"37094",69828
"37095",63994
"37096",88418
"37097",96302
"37098",72850
"37099",35229
"37100",32882
"37101",94777
"37102",17751
"37103",51027
"37104",59850
"37105",61122
"37106",15220
"37107",45769
"37108",67908
"37109",24974
"37110",12
"37111",86623
"37112",60627
"37113",833
"37114",36145
"37115",51208
"37116",86267
"37117",26868
"37118",35837
"37119",52903
"37120",32230
"37121",38045
"37122",81159
"37123",71595
"37124",95140
"37125",34021
"37126",7062
"37127",80122
"37128",7237
"37129",44884
"37130",4148
"37131",82569
"37132",36947
"37133",82087
"37134",31621
"37135",90721
"37136",44793
"37137",28671
"37138",32506
"37139",23371
"37140",62763
"37141",50454
"37142",47468
"37143",36315
"37144",97126
"37145",50843
"37146",20044
"37147",97218
"37148",38763
"37149",81459
"37150",35030
"37151",18552
"37152",28474
"37153",78627
"37154",53641
"37155",65673
"37156",38421
"37157",48717
"37158",34924
"37159",53660
"37160",54653
"37161",43569
"37162",67765
"37163",96220
"37164",83557
"37165",69950
"37166",7949
"37167",6639
"37168",26626
"37169",21832
"37170",87564
"37171",52264
"37172",47945
"37173",17609
"37174",16794
"37175",20214
"37176",9608
"37177",816
"37178",27246
"37179",41371
"37180",27747
"37181",13613
"37182",95818
"37183",14167
"37184",47601
"37185",10269
"37186",7267
"37187",52190
"37188",86113
"37189",95934
"37190",12801
"37191",89409
"37192",5166
"37193",59103
"37194",13364
"37195",37410
"37196",11131
"37197",30271
"37198",41358
"37199",87921
"37200",13978
"37201",66791
"37202",95717
"37203",97651
"37204",28401
"37205",81075
"37206",25110
"37207",19137
"37208",77007
"37209",47508
"37210",10188
"37211",74784
"37212",15367
"37213",62000
"37214",69424
"37215",73714
"37216",62656
"37217",19279
"37218",78457
"37219",11012
"37220",81566
"37221",56350
"37222",46418
"37223",6225
"37224",92976
"37225",60596
"37226",77354
"37227",80770
"37228",47636
"37229",2067
"37230",93039
"37231",3562
"37232",96019
"37233",62427
"37234",62840
"37235",7851
"37236",19346
"37237",59050
"37238",38089
"37239",5876
"37240",97968
"37241",76609
"37242",55402
"37243",59341
"37244",81722
"37245",4258
"37246",15910
"37247",92786
"37248",13077
"37249",41643
"37250",55331
"37251",27669
"37252",24313
"37253",13495
"37254",30009
"37255",51703
"37256",8238
"37257",24024
"37258",56935
"37259",33434
"37260",3091
"37261",86699
"37262",92319
"37263",48441
"37264",39424
"37265",16527
"37266",66024
"37267",30135
"37268",90458
"37269",90955
"37270",25758
"37271",55135
"37272",33472
"37273",88392
"37274",94564
"37275",27784
"37276",38422
"37277",22195
"37278",46717
"37279",38206
"37280",72279
"37281",38682
"37282",37177
"37283",13329
"37284",83154
"37285",86796
"37286",29563
"37287",47357
"37288",49265
"37289",36854
"37290",43258
"37291",38048
"37292",10920
"37293",84148
"37294",60013
"37295",50829
"37296",33019
"37297",92217
"37298",24347
"37299",12905
"37300",43171
"37301",80808
"37302",96823
"37303",26000
"37304",46922
"37305",94059
"37306",73498
"37307",56105
"37308",84420
"37309",70306
"37310",85298
"37311",50747
"37312",93230
"37313",72234
"37314",96873
"37315",46091
"37316",78362
"37317",64681
"37318",92979
"37319",93333
"37320",33372
"37321",44253
"37322",57168
"37323",99059
"37324",87709
"37325",4830
"37326",96681
"37327",86405
"37328",46169
"37329",74146
"37330",17145
"37331",53600
"37332",6929
"37333",23276
"37334",59342
"37335",19455
"37336",86304
"37337",48525
"37338",34662
"37339",43376
"37340",8573
"37341",89649
"37342",51357
"37343",7577
"37344",82805
"37345",56398
"37346",11070
"37347",8062
"37348",26287
"37349",5766
"37350",74007
"37351",50652
"37352",21305
"37353",85041
"37354",51786
"37355",92436
"37356",7664
"37357",69250
"37358",5195
"37359",34985
"37360",61337
"37361",24899
"37362",58326
"37363",95941
"37364",6037
"37365",60702
"37366",77881
"37367",67004
"37368",81992
"37369",56846
"37370",39335
"37371",84369
"37372",86454
"37373",61969
"37374",65322
"37375",2353
"37376",85496
"37377",66635
"37378",48721
"37379",30935
"37380",37555
"37381",2018
"37382",59556
"37383",29495
"37384",21440
"37385",6876
"37386",27398
"37387",26428
"37388",3847
"37389",12995
"37390",37052
"37391",34572
"37392",18238
"37393",4585
"37394",46487
"37395",94554
"37396",65743
"37397",129
"37398",80740
"37399",36749
"37400",49430
"37401",95999
"37402",28190
"37403",43077
"37404",17290
"37405",89217
"37406",61202
"37407",92808
"37408",45955
"37409",67936
"37410",68528
"37411",13383
"37412",23164
"37413",47523
"37414",86244
"37415",2411
"37416",24055
"37417",74752
"37418",75039
"37419",51018
"37420",59101
"37421",82824
"37422",70439
"37423",38878
"37424",48329
"37425",50132
"37426",43080
"37427",36917
"37428",93410
"37429",37499
"37430",10556
"37431",1165
"37432",63107
"37433",35182
"37434",2860
"37435",17559
"37436",61452
"37437",83286
"37438",59430
"37439",68090
"37440",41848
"37441",87027
"37442",29073
"37443",94154
"37444",82065
"37445",68393
"37446",8120
"37447",20605
"37448",1936
"37449",79965
"37450",1262
"37451",9641
"37452",55498
"37453",51934
"37454",18405
"37455",27516
"37456",82591
"37457",1658
"37458",47120
"37459",88526
"37460",71087
"37461",15665
"37462",75817
"37463",91050
"37464",62736
"37465",81209
"37466",17068
"37467",65062
"37468",64593
"37469",42486
"37470",62748
"37471",76155
"37472",76740
"37473",56448
"37474",12950
"37475",50984
"37476",68541
"37477",61524
"37478",21714
"37479",20537
"37480",21272
"37481",94933
"37482",81980
"37483",16335
"37484",9902
"37485",91922
"37486",93517
"37487",40861
"37488",81128
"37489",75047
"37490",5226
"37491",89317
"37492",57831
"37493",18246
"37494",4117
"37495",41489
"37496",12708
"37497",82583
"37498",77110
"37499",6931
"37500",83786
"37501",1305
"37502",4092
"37503",7928
"37504",47020
"37505",33720
"37506",48477
"37507",25561
"37508",61309
"37509",17528
"37510",74236
"37511",53196
"37512",230
"37513",62494
"37514",44605
"37515",41047
"37516",87076
"37517",2509
"37518",93508
"37519",12572
"37520",38736
"37521",22778
"37522",38917
"37523",75631
"37524",45289
"37525",71596
"37526",14652
"37527",41868
"37528",71874
"37529",2712
"37530",95133
"37531",20074
"37532",25149
"37533",32900
"37534",9179
"37535",43293
"37536",80833
"37537",23749
"37538",10501
"37539",42665
"37540",88645
"37541",85890
"37542",12593
"37543",52178
"37544",23777
"37545",89592
"37546",20692
"37547",46918
"37548",5474
"37549",93777
"37550",75460
"37551",72612
"37552",891
"37553",30175
"37554",92351
"37555",49420
"37556",33229
"37557",70082
"37558",41048
"37559",81569
"37560",46640
"37561",28707
"37562",93118
"37563",99910
"37564",91278
"37565",35003
"37566",68385
"37567",33972
"37568",91519
"37569",67163
"37570",2532
"37571",56056
"37572",96610
"37573",3537
"37574",98234
"37575",8592
"37576",7644
"37577",779
"37578",16170
"37579",87151
"37580",5296
"37581",74824
"37582",45094
"37583",3391
"37584",171
"37585",65854
"37586",40413
"37587",5715
"37588",56938
"37589",86217
"37590",49094
"37591",73207
"37592",81605
"37593",956
"37594",17594
"37595",6744
"37596",74899
"37597",12793
"37598",42920
"37599",93514
"37600",11522
"37601",31381
"37602",22363
"37603",12540
"37604",3340
"37605",49894
"37606",47355
"37607",80564
"37608",85399
"37609",25791
"37610",1787
"37611",2389
"37612",94762
"37613",43243
"37614",4404
"37615",11919
"37616",89470
"37617",287
"37618",91718
"37619",75163
"37620",11085
"37621",70688
"37622",62941
"37623",60703
"37624",51110
"37625",15983
"37626",99679
"37627",31605
"37628",61428
"37629",26036
"37630",6633
"37631",48139
"37632",43144
"37633",85764
"37634",2296
"37635",85529
"37636",76191
"37637",4238
"37638",38476
"37639",54997
"37640",19935
"37641",99735
"37642",4703
"37643",16258
"37644",42734
"37645",80876
"37646",10293
"37647",51882
"37648",35366
"37649",85814
"37650",94981
"37651",64544
"37652",50933
"37653",49370
"37654",30498
"37655",68664
"37656",80295
"37657",13817
"37658",56756
"37659",47245
"37660",92927
"37661",60231
"37662",84845
"37663",73154
"37664",11195
"37665",48912
"37666",35004
"37667",58504
"37668",15358
"37669",53574
"37670",86002
"37671",71437
"37672",96347
"37673",2001
"37674",23811
"37675",21511
"37676",76422
"37677",48207
"37678",6212
"37679",72647
"37680",75700
"37681",20718
"37682",32446
"37683",83018
"37684",61256
"37685",92337
"37686",34538
"37687",6104
"37688",69513
"37689",82992
"37690",85684
"37691",6891
"37692",27864
"37693",92049
"37694",879
"37695",83324
"37696",27720
"37697",48782
"37698",39589
"37699",94410
"37700",39749
"37701",20184
"37702",75354
"37703",10321
"37704",55996
"37705",83755
"37706",83216
"37707",3146
"37708",16160
"37709",32258
"37710",38447
"37711",47009
"37712",29503
"37713",8990
"37714",99835
"37715",55032
"37716",24432
"37717",66012
"37718",96782
"37719",71115
"37720",72887
"37721",21449
"37722",5451
"37723",23477
"37724",78303
"37725",33433
"37726",23717
"37727",75370
"37728",57432
"37729",49782
"37730",76797
"37731",72262
"37732",88219
"37733",91891
"37734",65430
"37735",73127
"37736",13032
"37737",49682
"37738",97489
"37739",89070
"37740",64742
"37741",20436
"37742",18754
"37743",36673
"37744",18901
"37745",55918
"37746",20719
"37747",42885
"37748",53019
"37749",32468
"37750",98160
"37751",94259
"37752",66480
"37753",99614
"37754",95247
"37755",27137
"37756",73959
"37757",46797
"37758",2659
"37759",82856
"37760",96548
"37761",32817
"37762",35324
"37763",78187
"37764",41969
"37765",74950
"37766",75248
"37767",26783
"37768",61050
"37769",44460
"37770",40723
"37771",48869
"37772",8825
"37773",60255
"37774",34930
"37775",97667
"37776",44625
"37777",9411
"37778",91408
"37779",59171
"37780",882
"37781",74171
"37782",2339
"37783",84749
"37784",42782
"37785",13861
"37786",88485
"37787",3607
"37788",34973
"37789",45577
"37790",76322
"37791",77938
"37792",78969
"37793",57034
"37794",54770
"37795",13210
"37796",35812
"37797",74194
"37798",40997
"37799",81666
"37800",39097
"37801",11780
"37802",53440
"37803",57892
"37804",86098
"37805",608
"37806",32890
"37807",37706
"37808",16648
"37809",22666
"37810",42292
"37811",6872
"37812",71839
"37813",5714
"37814",25973
"37815",49264
"37816",52343
"37817",27248
"37818",52104
"37819",52308
"37820",91987
"37821",76744
"37822",65900
"37823",96556
"37824",45956
"37825",89745
"37826",78057
"37827",64957
"37828",38731
"37829",55067
"37830",24053
"37831",67780
"37832",19750
"37833",40526
"37834",41844
"37835",55339
"37836",98898
"37837",95307
"37838",55048
"37839",22694
"37840",8783
"37841",15742
"37842",29693
"37843",72464
"37844",80340
"37845",36739
"37846",38756
"37847",56519
"37848",83230
"37849",96705
"37850",3282
"37851",96022
"37852",40445
"37853",12826
"37854",33739
"37855",83208
"37856",65421
"37857",16054
"37858",38746
"37859",15413
"37860",62905
"37861",82716
"37862",17907
"37863",57361
"37864",43017
"37865",37550
"37866",90528
"37867",36267
"37868",31390
"37869",20145
"37870",34632
"37871",49306
"37872",84068
"37873",79080
"37874",21580
"37875",58219
"37876",90571
"37877",40376
"37878",89259
"37879",40229
"37880",43851
"37881",78978
"37882",18402
"37883",35656
"37884",4936
"37885",16771
"37886",73524
"37887",31506
"37888",98293
"37889",12711
"37890",32773
"37891",81276
"37892",52101
"37893",83334
"37894",30811
"37895",46262
"37896",26076
"37897",21485
"37898",30721
"37899",23798
"37900",55316
"37901",62758
"37902",97390
"37903",52775
"37904",57279
"37905",54268
"37906",29675
"37907",89433
"37908",28791
"37909",92239
"37910",69089
"37911",43064
"37912",16950
"37913",35714
"37914",7614
"37915",81657
"37916",52780
"37917",54366
"37918",99757
"37919",99122
"37920",39126
"37921",81467
"37922",84883
"37923",17462
"37924",7476
"37925",83983
"37926",77357
"37927",95825
"37928",17429
"37929",31153
"37930",75960
"37931",99954
"37932",94767
"37933",46720
"37934",91894
"37935",28705
"37936",78249
"37937",94195
"37938",72533
"37939",1030
"37940",42439
"37941",66110
"37942",28049
"37943",90524
"37944",53215
"37945",80881
"37946",47709
"37947",7625
"37948",58475
"37949",13313
